,ProductName,ProductGroupName,DB,Server
3427,Burger/ Hot Dog,Hot Food ,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3428,Cake Bars,Confectionary,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3429,Cake of the Day,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3430,Cereal 65p,Cold Food takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3431,Cheese & Bacon Pasty,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3432,Cheese & Tomato,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3433,Cheese Oat Cake,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3434,Cheese on Toast ,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3435,Choc Bar,Confectionary,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3436,cookies,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3437,cornish pastie,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3438,Danish Pastry,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3439,Diet Bottle,Cold Drinks,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3440,Egg Sandwich,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3441,energy drinks,Cold Drinks,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3442,Filled Oatcake £1,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3443,fish fingers,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3444,Flv Water,Cold drinks,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3445,Fried Bread 15p,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3446,Fried egg,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3447,Fried/Poached Egg 30p,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3448,Fruit/Dessert Pot 1.00,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3449,Garlic Bread,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3450,Gravy,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3451,Hand held Snack £2.00,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3452,Hash Brown,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3453,instant coffee,Hot bevs,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3454,Jacket Potato Filling,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3455,Jacket Potato Tuna,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3456,Jacket Spud 80p,Hot Food ,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3457,Jelly Pot,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3458,juice burst,Cold Drinks,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3459,Just Bacon,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3460,large chips,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3461,lunch beans,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3462,Main Meal with sides,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3463,Meat Panini,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3464,Meat Pies,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3465,Meat Salad £1.60,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3466,Milk 1pt ,Cold Drinks,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3467,Milk Portion,Hot Bevs,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3468,Mints,Confectionary,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3469,Monster/Red Bull,Cold Drinks,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3470,Mousse Pot,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3471,Muffin,Confectionary,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3472,Mushrooms,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3473,Omelettes,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3474,Open Price - Confectionary,Confectionary,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3475,pack of biscuits,Confectionary,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3476,Pie/ Pastry £1.35,Hot Food ,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3477,Pies,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3478,plain baguette,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3479,pop bottles,Cold Drinks,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3480,Pop Bottles SF,Cold Drinks,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3481,Porridge Toppings,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3482,Posh Crisps ,Confectionary,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3483,Premium Sausage,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3484,Red Bull,Cold Drinks,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3485,Rice,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3486,Roll & Butter,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3487,Salad Bowl,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3488,Salad Box 1,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3489,sandwich 2,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3490,Sandwich 3,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3491,Sausage & Egg,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3492,Scrambled egg,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3493,Scrambled Eggs,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3494,Side Potatoes,Hot Food ,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3495,Six Item Breakfast,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3496,Snacks,Confectionary,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3497,Soup,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3498,Toast,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3499,Toasties,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3500,Trifles,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3501,tuna pot ,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3502,Veggie Main Meal,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3503,Veggie Panini,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3504,veggie sandwich,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3505,Zero sugar bottle,Cold Drinks,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3506, Hot Drinks ,Hot Bevs,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3507,1 pint milk,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3508,2 B&B/ Bap,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3509,Bacon baguette,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3510,Baguette,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3511,Baguettes,Cold Food takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3512,Bap 1,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3513,Beans,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3514,Beans/ Tomatoes 35p,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3515,Beef Burger ,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3516,Biscuits,Confectionary,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3517,Black Pudding,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3518,Bottles,Cold Drinks,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3519,Breakfast special,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3520,C/O Pasty,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3521,Cake ,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3522,Can,Cold Drinks,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3523,Can SF,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3524,Can Zero Sugar,Cold drinks,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3525,carton juice,Cold Drinks,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3526,Cheese & Onion,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3527,cheese pot ,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3528,Cheesecake,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3529,Chef Special,Hot Food ,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3530,Chef's dish of the day,Hot Food ,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3531,Chips,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3532,chocolate bar,Confectionary,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3533,Coffee,Hot Bevs,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3534,Coleslaw,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3535,Crisps,Confectionary,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3536,Cumberland,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3537,Dessert Pot,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3538,Diet Can,Cold Drinks,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3539,Diet Lucozade,Cold Drinks,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3540,Dish of the day,Hot Food ,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3541,Donuts,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3542,Double,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3543,Egg,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3544,Extra Cheese,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3545,FF Bottles,Cold Drinks,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3546,FF Can ,Cold Drinks,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3547,filter coffee,Hot Bevs,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3548,fish cake ,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3549,Flapjack,Confectionary,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3550,Fried Bread,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3551,Fruit,Cold Food takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3552,Fruit Pot,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3553,frutellas e.t.c,Cold Drinks,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3554,Greek Yoghurt,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3555,Hand Held Snack,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3556,Hand Held Snack £2.50,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3557,Home bakes,Cold Food takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3558,Hot Choc,Hot Bevs,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3559,Hot Desserts,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3560,jacket 1 filling,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3561,jacket 2 filling,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3562,Jacket Potato,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3563,Jacket Potato Beans or Cheese,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3564,Jacket Potato with cheese and beans,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3565,Jacket Potatoes,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3566,jam portion,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3567,Juice,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3568,Just Sausage,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3569,large breakfast ,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3570,lucozade,Cold Drinks,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3571,Main Meal,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3572,Main Meal £3.10,Hot Food ,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3573,Main Meal 2.50,Hot Food ,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3574,Main Meal Offer £3.70,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3575,Meat Sandwiches,Cold Food takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3576,Meatless Salad,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3577,Mints / Gum,Confectionary,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3578,Mushroom portion,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3579,Open Food,Hot Food ,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3580,Open Pie,Hot Food ,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3581,Pasta Pots,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3582,Pastries £1,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3583,Pie,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3584,Porridge,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3585,Potatoes,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3586,Premium Crisps 85p,Confectionary,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3587,Premium Meal,Hot Food ,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3588,Protein Pot 70p,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3589,Pudding,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3590,Salad,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3591,salad pot ,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3592,sandwich,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3593,Sandwiches,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3594,Sausage ,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3595,Sausage & Egg Muffin,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3596,Sausage Roll,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3597,Shortbread Biscuits,Confectionary,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3598,Side Salad,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3599,Side Veg,Hot Food ,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3600,small breakfast,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3601,small chips,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3602,Soft Bap,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3603,Sweet Ideas £1,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3604,Sweet with Custard,Hot Food ,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3605,Tea,Hot Bevs,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3606,Toast & spread,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3607,Tomatoes,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3608,Veg,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3609,Veg Sandwich,Cold Food takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3610,Veg/Potatoes,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3611,Vegetable side,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3612,Vegetarian Main,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3613,Vegetarian Option,Hot Food ,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3614,Vegetarian Salad £1.40,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3615,Wafleck,Confectionary,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3616,walkers,Confectionary,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3617,Water,Cold Drinks,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3618,wrap ,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3619,Yoghurts,Cold Food Takeaway,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3620,Baked Beans,Hot Food,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3621,Full Fat Can,Cold Drinks,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3622,Veggie Meal,Hot Food,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3623,Sauce portion,Breakfast Items,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3624,Contour Bottles/Oasis,Cold Drinks,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3625,Toast,Breakfast Items,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3626,Choc,Confectionery,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3627,Water,Confec & Drinks,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3628,Homemade cake,Cake Items,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3629,Espresso Single,Hot Drinks,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3630,Americano 16oz,Hot Drinks,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3631,Flapjacks,Cake Items,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3632,Hot chocolate 16oz,Hot Drinks,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3633,Main Meal 1,Hot Food,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3634,Bacon/Sausage,Breakfast Items,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3635,Open price,* Reporting Product Group,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3636,Fruit Pot,Grab & Go,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3637,Sugared Contour,Confec & Drinks,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3638,Lge Tea,Hot Drinks,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3639,Wrap,Grab & Go,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3640,Jacket Pots,Hot Food,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3641,Choc Bars,Confec & Drinks,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3642,Veg,Hot Food,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3643,porridge pots,Cake Items,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3644,Paninis,Grab & Go,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3645,Muffin,Cake Items,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3646,Mocha 12 oz,Hot Drinks,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3647,Cappucino/Hot Choc 16oz,Hot Drinks,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3648,Duobar,Confectionery,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3649,Smart Water,Cold Drinks,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3650,Mocha 12oz,Hot Drinks,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3651,Tuna Pot,Grab & Go,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3652,Latte 12oz,Hot Drinks,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3653,Butter Ptn,Breakfast Items,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3654,Wotsits,Confectionery,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3655,Soho Panini,Sandwich & Panini,OX00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
